imgAlt,imgName,isMeme
🍟 Hast du auch eine lustige Essgewohnheit bei McDonald's? Jetzt Foto posten und @mcdonalds_switzerland markieren. Die lustigsten #MyWayFotos reposten wir! 🍟 T'as aussi une drôle d'habitude quand tu manges chez McDonald's? Publie maintenant ta photo et tague @mcdonalds_switzerland. Nous reposterons les plus drôles! #MyWay,mcdonalds_switzerland_1129,-2
Sunset and fries. Is there a better combo? 🌆😍🍟 Thanks for the pic @nath_handek!#f,mcdonalds_switzerland_1130,-2
"🍟, 🍔 , 🍦: Welche Tür würdest du öffnen?🍟,",mcdonalds_switzerland_1131,-2
"A Big Mac is soulfood, says @sina_samieian. Do you agree?",mcdonalds_switzerland_1132,-1
"Welches ist deine lustigste Essgewohnheit bei McDonald's? 🙃 Zeige sie uns und markiere @mcdonalds_switzerland. Die lustigsten reposten wir! 
Quelle est ta plus drôle habitude quand tu manges chez McDonald's? 🙃 Montre-la nous en photo et tague @mcdonalds_switzerland. Nous reposterons les plus drôles! #MyWay #EatingHabits #mcdonalds",mcdonalds_switzerland_1133,-2
"Energykick gebraucht? ⚡️ In unserer App könnt ihr euch ein Bon für 1x Gratis Red Bull White Edition holen! Solange der Vorrat reicht.
Besoin d'un coup d'énergie? ⚡️ Obtiens un bon pour 1 Red Bull White Edition gratuit dans notre app! Dans la limite des stocks disponibles.
#givesyouwings #redbull #mcdonalds",mcdonalds_switzerland_1134,-2
"Kein Aprilscherz! Heute kriegst du deinen Café Crème oder deinen Espresso gratis in all unseren Restaurants in der Schweiz. Bis später! 👋☕
Ce n'est pas un poisson d'avril: reçois aujourd'hui gratuitement un Café Crème ou un Espresso dans tous nos restaurants en Suisse! À plus tard! 👋☕
#1stapril #coffee #coffeelover",mcdonalds_switzerland_1135,-2
Roadtrippin' 😎 ,mcdonalds_switzerland_1136,-2
"Mitgekriegt? Beim Happy Meal könnt ihr neu auswählen, ob ihr ein Buch oder ein Spielzeug dazu wollt. Jeden Monat gibt's",mcdonalds_switzerland_1137,-2
"Eyes on the prize, uhm, FRIES!! 😍",mcdonalds_switzerland_1138,-1
Wenn du für immer nur die 3 gleichen Dinge bei McDonald's bestellen könntest: Welche wären es???,mcdonalds_switzerland_1139,-2
🤤 Nicht verpassen! Heute in der APPY HOUR von 21-22h gibts -20% auf all deine Bestellungen!,mcdonalds_switzerland_1140,-2
Ton in Ton - da fehlen nur noch unsere Fries 😉 Danke für das stylische Bild @maary.___,mcdonalds_switzerland_1141,-2
"Brekkie time... But first, let's take a pic! 📸",mcdonalds_switzerland_1142,-2
Heute auf dem Plan: Freunde im McDo treffen! 🍔 Du so?,mcdonalds_switzerland_1143,-2
"Hip, hip, hoooray! ⚡️🍟 #friesday #frieslove #hooray",mcdonalds_switzerland_1144,-1
Eine der schwierigsten Entscheidungen... Welche Sauce darf's heute sein? 🤔,mcdonalds_switzerland_1145,-2
"APPY HOUR! Heute gibt's 2 Cheeseburger zum Preis von 1. 🍔🍔 Von 14 bis 17 Uhr. Beide für dich oder mit wer ist deine Begleitung?
APPY HOUR! Déguste aujourd'hui 2 Cheeseburger pour le prix d'1 de 14h à 17h! 🍔🍔 Tu les manges les 2 ou tu partages?
#burger #appyhour #mcdonaldsswitzerland",mcdonalds_switzerland_1146,-2
"📚 Mit dem Happy Meal können die Kleinen jetzt ins Reich der Dinosaurier abtauchen. Einfach beim Bestellen das Buch ""Die ",mcdonalds_switzerland_1147,-2
Rolling into the new week like a boss! 👌🏼 Thanks for the shiny picture @team_sharkie4 🚘💯🍩☕️! #Repost #mcdonalds,mcdonalds_switzerland_1148,-2
Was ist besser als ein Big Bang Menu? Ein Big Bang Menu mit einem Sundae! 🍦,mcdonalds_switzerland_1149,-2
Fries FTW 🍟💓 #friesday #frieslove #frieslover #forthewin,mcdonalds_switzerland_1150,-2
💛 Aufgepasst! ,mcdonalds_switzerland_1151,-2
Liebe geht durch den Magen. 😍 ,mcdonalds_switzerland_1152,-2
"One for the 'gram! 📸 Bist du auch so, dass du vor dem Essen alles schön arrangierst? 🤩O",mcdonalds_switzerland_1153,-2
"Ufff, wie sehr möchtest du hier reinbeissen? ☺️",mcdonalds_switzerland_1154,-2
Wer teilt auch nie die Fries mit dir? 🙈 Qui ne partage pas ses frites non plus? ,mcdonalds_switzerland_1155,-2
Whatta gang! Samstaglunch mit den Besten ✌️🍔🍟M,mcdonalds_switzerland_1156,-2
It's 🍟 YAY!,mcdonalds_switzerland_1157,-1
"🎉 Die Plakate zu „50 Jahre Big Mac“ haben den Swiss Poster Award gewonnen! 🥁 Die Poster zeigen jeweils, was vor 50",mcdonalds_switzerland_1158,-2
"📖 oder 🎲? Neu können die Kids beim Happy Meal wählen, ob sie lieber ein Buch oder ein Spielzeug wollen. 🦖 Jeden Monat gi",mcdonalds_switzerland_1159,-2
"🎉#NugLyfe 😉 Nicht verpassen: Heute gibts die 6er Box Chicken McNuggets für Fr. 1.50. Wer kommt?
🎉#NugLyfe 😉 À ne pas manquer: retrouve aujourd’hui 6 Chicken McNuggets pour Fr. 1.50! Tu passes quand?
#mcnuggets #appyweeks #mcdonalds",mcdonalds_switzerland_1160,-2
"🎆 Du weisch, das Big Bang Menu kostet immer nur Fr. 8.90. 🎆  Le Menu Big Bang pour seulement Fr. 8.90.#",mcdonalds_switzerland_1161,-2
Wer holt sich auch so sein Bettmümpferli?,mcdonalds_switzerland_1162,-2
"Montags stossen wir mit Kaffee an! 🎉Komm und hol dir heute 1 Café Crème oder 1 Espresso GRATIS! ☕️
Trinquons avec du café! 🎉 On t'offre aujourd'hui un Café Crème ou un Espresso dans tous nos restaurants. ☕️
#freecoffee #mondaymotivation #coffeelove",mcdonalds_switzerland_1163,-2
Frühstück verschlafen? Lucky you! 👉 Heute in der APPY HOUR von 14-16 Uhr gibts den Cheeseburger Royal für nur Fr. 2.50. ,mcdonalds_switzerland_1164,-2
So gelingt der Start ins gemütliche Wochenende! 🌤,mcdonalds_switzerland_1165,-2
"Egal wie... Fries schmecken immer! 🍟
Peu importe la forme .... Nos frites passent toujours très bien! 🍟

#fries #friesday #frieslove",mcdonalds_switzerland_1166,-2
Danke fürs Teilen! Fries und Drinks sind ein super Outfit 🍟🥤😍 Dieses Bild haben wir heute von Goja und ihren Kids,mcdonalds_switzerland_1167,-2
Do we need to say anything else? 😎 #Repost @bangbangblond ・・・,mcdonalds_switzerland_1168,-1
The struggle is real! ,mcdonalds_switzerland_1169,-1
"Best place to hang out with your friends, right? Thanks for the visit, girrrls @angelikiy and @celinee____ 👋 See you",mcdonalds_switzerland_1170,-1
"McDonald's wäre nicht McDonald's ohne Sundaes. Caramel, Schokolade oder Erdbeer. Welches nimmst du?",mcdonalds_switzerland_1171,-2
💥 Alles was du brauchst. Für nur Fr. 8.90. 💥  Das Big Bang Menu. 💥 Tout ce dont tu as besoin. Pour seulement Fr. 8.90. 💥,mcdonalds_switzerland_1172,-2
"Thanks for playing DCL the Game!  #Repost @norazil
・・・
Laax McDonald's challenge for the wild card team selection. Only those residing in Switzerland or Liechtenstein can qualify though. Nonetheless, still a fun track to fly. 
#dclthegame #dcldraftselection #playingforfun #laaxMcdonaldschallenge",mcdonalds_switzerland_1173,-2
🚨APPY HOUR!🚨Heute von 17-18Uhr kriegst du mit der McDonald‘s App den Hamburger für nur Fr. 1.00.- ✨ 🚨APPY HOUR 🚨 Avec,mcdonalds_switzerland_1174,-2
Yay!! Heute gibts den Big Mac für nur Fr. 3.90! Wie feiern über 1 Million McDonald’s App Downloads in der 🇨🇭! YAY! Le,mcdonalds_switzerland_1175,-2
Hol ihn dir solange du kannst!,mcdonalds_switzerland_1176,-2
Willst du mit mir (zu McDonald's) gehen? 😏🍟 Veux-tu sortir avec moi (au McDonald's)? 😏🍟#mcdonaldslove,mcdonalds_switzerland_1177,-2
Die perfekte Stärkung für den Start ins neue Semester 🎓L'impulsion parfaite pour le début du nouveau semestre 🎓#mccafé #,mcdonalds_switzerland_1178,-2
Ruhiger Sonntagabend? Lass uns das Abendessen übernehmen. Dimanche soir tranquille? Laisse-nous nous charger du repas. #sundaydinners #mcdonalds,mcdonalds_switzerland_1179,-2
Lifehack Level 💯 You're welcome 😉#,mcdonalds_switzerland_1180,-1
"""Je schneller du oben ankommst, desto eher gibts Essen!"" 🍔🍟 Danke fürs Foto, @ardita_sead und e Guete! ""Monte les",mcdonalds_switzerland_1181,-2
"Wahre Liebe ist, wenn du dein letztes Chicken McNuggets teilst. ❤️
Le grand amour, c'est quand on partage son dernier McNuggets. ❤️ #happyvalentines #chickenmcnuggetslove",mcdonalds_switzerland_1182,-2
#Repost @ubereats_che GENEVA ONLY 😉,mcdonalds_switzerland_1183,-1
Our Big Mac - stayin’ fabulous forever and always. 👌 Tag a Big Mac Lover! #mcdonalds #burgerporn #bigmaclove,mcdonalds_switzerland_1184,-1
Well done @lanyferminano! Wir gratulieren dir ganz herzlich zu deiner Teilnahme und dem 13. Platz an den Karate,mcdonalds_switzerland_1185,-1
Come to Mama! 🤤,mcdonalds_switzerland_1186,-1
Congratulations @fantinciompi for your wonderful victory in the halfpipe of the Swiss Freeski Tour in Crans-Montana !,mcdonalds_switzerland_1187,-1
"Lasst uns Nase voran in die Woche starten. But first, coffee!",mcdonalds_switzerland_1188,-2
"Geschmack gewinnt!
Le goût l'emporte!
#fries #mcdonalds #chickenmcnuggets #chickennuggetslove",mcdonalds_switzerland_1189,-2
"Wer kann auch nicht aufhören, das Video anzuschauen? 🤩
Qui ne peut s'empêcher de regarder la vidéo? 🤩
#friesday #fries #readyfortheweekend",mcdonalds_switzerland_1190,-2
"Welcher Typ bist du? A, B, C oder D?",mcdonalds_switzerland_1191,-2
"Saucen-Dilemma? Tag den Freund, der sich auch nie entscheiden kann.
Dilemme? Mentionne un ami qui ne peut jamais se décider non plus.
#mcdonalds #mcdonaldssauce #decisions #fries",mcdonalds_switzerland_1192,-2
@nxa.cx casually enjoying a coke and thinking about what to order next. At least that’s what we think she thinks 😉,mcdonalds_switzerland_1193,-1
"Yes, Black Gold for free! 🖤 Probiere heute unseren Café Crème oder Espresso gratis. Überall bei #McDonalds. 
Yes, Black Gold for free! 🖤 Essaie gratuitement notre Café Crème ou Espresso aujourd'hui. Dans tous nos restaurants #McDonalds.
#freecoffe #mcdonaldsswitzerland #mondaycoffee #morningmotivation #blackgold",mcdonalds_switzerland_1194,-2
"Hol dir jetzt dein Essen für ""the most American night of the year""! Wer schaut heute auch Super Bowl?",mcdonalds_switzerland_1195,-2
No. more. words. needed.,mcdonalds_switzerland_1196,-1
"I love Fries, Fries, Fries, Fries. Fries I do adooooooore! ",mcdonalds_switzerland_1197,-1
"Hey, good lookin'! 😍",mcdonalds_switzerland_1198,-1
Bei uns ist alles was glänzt Gold. 💛,mcdonalds_switzerland_1199,-2
Den Wald vor lauter Pommes nicht mehr sehen 😉,mcdonalds_switzerland_1200,-2
He's BACK! #steakhouseclassic #burgerporn,mcdonalds_switzerland_1201,-1
Teilen ist _ _ _ _ _? ❤️,mcdonalds_switzerland_1202,-2
"Fries are calling, and I must go. 🍟",mcdonalds_switzerland_1203,-1
Wem läuft das Wasser im Mund zusammen? ☝️,mcdonalds_switzerland_1204,-2
Nach dem Big Mac ist vor dem Espresso. Oder?,mcdonalds_switzerland_1205,-2
"Glück kann man nicht kaufen, stimmt. Das kommt aber ganz schön nah dran 😉",mcdonalds_switzerland_1206,-2
"Capuccino, Latte Macchiatto oder heisse Schoggi: Welcher Typ bist du? ",mcdonalds_switzerland_1207,-2
Welche Sauce wählst du?,mcdonalds_switzerland_1208,-2
"Life is short, have something sweet first! #treatyourself #coffebreak #mcdonalds",mcdonalds_switzerland_1209,-1
Tipp von uns an euch: Geniesst jeden McRaclette-Tag als wäre es der letzte. Denn seine letzten Tage sind angebrochen 😉,mcdonalds_switzerland_1210,-2
"🍔🍟🥤☕️🍰 Hast du deine schon geholt? 
As-tu obtenu les tiens?

#mcdonalds #voucher #bons #yummy",mcdonalds_switzerland_1211,-2
Great taste never changes 😋 #10yearschallenge #bigmac #mcdonalds,mcdonalds_switzerland_1212,-1
Big Baaang! 💣Für Fr. 8.90 gibt's ein komplettes Menu mit einem Burger deiner Wahl.,mcdonalds_switzerland_1213,-2
Dem McRaclette läuft der Käse ...äääh die Zeit davon. Geniesse den McRaclette solange du noch kannst! 🍔🧀L,mcdonalds_switzerland_1214,-2
This is what we make with #eggs 😉 #EggGang #LikeTheEgg #EggMcMuffin,mcdonalds_switzerland_1215,-1
Gewinne 1 von 5 Geschenkkarten im Wert von Fr. 50.-! Wie? Ganz einfach: Sag uns was für dich - neben dem McRaclette,mcdonalds_switzerland_1216,-2
"Ohne Kaffee? Ohne mich!
Pas de café? Sans moi!
#monday #coffeeday #coffeetime #coffeelover #coffeefan #cafe #coffeeaddict #caffeine #coffeeshop #breakfast #coffeelovers #coffeeholic #coffeebreak #coffeelove #morning #coffeelife #coffeeoftheday #mccafe #mcdonalds #mcdo",mcdonalds_switzerland_1217,-2
M = mmmmh! ,mcdonalds_switzerland_1218,-1
"Pick your favorite! CBO, Big Mac or Cheese Royal?",mcdonalds_switzerland_1219,-1
Double-tap if you feel so too!,mcdonalds_switzerland_1220,-1
"Liebe auf den ersten Big Mac! ❤️
L'amour au premier Big Mac! ❤️
#bigmac #mcdonalds #mcdonaldsswitzerland #burger #burgerporn #foodporn #newyearresolution",mcdonalds_switzerland_1221,-2
"Vorsatz 2019: ""Jeden Tag voll und ganz geniessen."" Résolution 2019: ""Profiter pleinement de chaque jour.""",mcdonalds_switzerland_1222,-2
"Auf den Hunger, fertig, los!",mcdonalds_switzerland_1223,-2
"Neues Jahr, neues Glück? Wir halten an unserer Tradition fest und schenken dir an diesem ersten Montag im Jahr wieder",mcdonalds_switzerland_1224,-2
👑👑👑 Welcher ist dein Favorit?👑👑,mcdonalds_switzerland_1225,-2
"#teamsenf, #teamcurry oder #teamcocktail?",mcdonalds_switzerland_1226,-2
"Die beste Pommes sind immerna die gchlaute Pommes, oder?",mcdonalds_switzerland_1227,-2
Sorry aber: 🤤 ,mcdonalds_switzerland_1228,-2
"Kleine Schachtel, grosses Glück! Und mit wem teilst du?",mcdonalds_switzerland_1229,-2
"Die ganze McDonald's Familie wünscht dir einen guten Rutsch ins neue Jahr! 🎉 Wir freuen uns auch im neuen Jahr wieder für dich da zu sein. 😎
Toute la famille McDonald's te souhaite une excellente nouvelle année! 🎉 On se réjouit d'être à tes côtés cette année encore. 😎
#happynewyear #2019 #mcdonalds #mcfamily #hereforyou",mcdonalds_switzerland_1230,-2
"Für alle die, die nur mit Kaffee bis Mitternacht durchhalten. 👯🎉
Pour tous ceux qui tiennent uniquement avec du café jusqu'à minuit! 👯🎉
#happynewyear #mccafé  #coffeeday #coffeetime #coffeelover #coffeefan #cafe #coffeeaddict #caffeine #coffeeshop #breakfast #coffeelovers #coffeeholic #coffeebreak #coffeelove #morning #coffeelife #coffeeoftheday #mccafe #mcdonalds #mcdo",mcdonalds_switzerland_1231,-2
Die Qual der Wahl: Für welche Reihe entscheidest du dich?	,mcdonalds_switzerland_1232,-2
"Schlägt dein Herz auch schneller, wenn du das Wort ""Bacon"" hörst? 🥓💓
Ton coeur bat aussi la chamade quand on te parle de bacon? 🥓💓
#bacon #malbuner #burger #baconlover #newbacon #mcdonalds #mcdo #baconmakesyoustronger #baconish #baconforlife",mcdonalds_switzerland_1233,-2
Dürfen wir vorstellen: Herr und Frau Traumpaar 😍	,mcdonalds_switzerland_1234,-2
Beziehungsstatus: 💛💝S,mcdonalds_switzerland_1235,-2
"Es liegt ein Feiertags-Kochmarathon hinter dir? Gönn dir eine Pause. 😉	
Tu viens de faire un marathon de repas de fête? Prends donc une pause. 😉
#afterchristmas #athome #lazy #takeaway #christmastime #mcdonalds #mcdo",mcdonalds_switzerland_1236,-2
"🎄 Weihnachten ist da 🎄 Ob ihr diese Tage feiert oder nicht, ob mit Familie oder ohne, wir wünschen euch allen",mcdonalds_switzerland_1237,-2
Perfekt um sich auf die kommenden gemütlichen Tage einzustimmen. ☕🎄 Parfait pour se mettre de bonne humeur pour les,mcdonalds_switzerland_1238,-2
"Die beste Methode, um sich im Winter warm zu halten. ☕🌡️",mcdonalds_switzerland_1239,-2
Genug vom Weihnachtsshopping-Stress? 🎄🎁 Wir kennen die perfekte Medizin damit du wieder Energie hast!T,mcdonalds_switzerland_1240,-2
"Kennst du das Problem, wenn du fast fertig bist und nicht weisst, was du zuerst aufessen sollst?	Qui connaît ce",mcdonalds_switzerland_1241,-2
🎄🎁🕯 Und was versteckt sich heute in unserem Adventskalender? 1 Big Tasty Menü Medium für Fr. 10.90! 🎄🎁🕯 Qu'est-ce qui se cache aujourd'hui dans la fenêtre de notre calendrier de l'Avent? 1 Menu Medium Big Tasty pour Fr. 10.90 #adventcalendar #christmas #christmasiscoming #greatoffer #bigtasty #bigtastybacon #menu #mcdonalds #mcdo,mcdonalds_switzerland_1242,-2
"Die Figuren aus dem neue Film ""Spider-Man"" findet ihr in unseren Happy Meals. Welche Superkraft wünscht du dir?",mcdonalds_switzerland_1243,-2
"Welcher dieser Typen kommt euch bekannt vor? 😄  #Repost @gabirano
・・・
Die verschidene Mcgänger 😂 (kennsch eine? markierne)
@mcdonalds_switzerland",mcdonalds_switzerland_1244,-2
Das Menü auf das alle Käse-Fans abfahren. 🧀🍔Wer gehört dazu?L,mcdonalds_switzerland_1245,-2
"Wenn du ganz nah kommst kannst du den Bacon sogar riechen 🥓😉 Si tu t'approches de très près, tu peux même sentir",mcdonalds_switzerland_1246,-2
"💥Small Fries für Fr. 1.00? 💥 Gibt's nicht? Gibt's doch! Und zwar in unserem Adventkalendar. 🍟🎄🎁🕯 Link ist in der Bio. ⬆ 💥Small Fries pour Fr. 1.00💥 Ce n'est pas possible? Mais si, dans notre calendrier de l'Avent! 🍟🎄🎁🕯 Link in Bio ⬆
#adventcalendar #christmas #christmasiscoming #greatoffer #fries #pommes #frites #frieslover #frieslove #friesfan #mcdonalds #mcdo",mcdonalds_switzerland_1247,-2
"Gibs zu, du willst am liebsten reinbeissen! 😍🤤T",mcdonalds_switzerland_1248,-2
🤤,mcdonalds_switzerland_1249,-1
"""Im Winter iss ich kein McFlurry"" - said no one ever #mcflurrygehtimmer",mcdonalds_switzerland_1250,-2
"Hol dir heute im Adventskalender einen Cheeseburger Royal für Fr. 3.90. 🍔🎄🎁🕯 Das Angebot gibt's in unserer App und auf www.adventcalendar.ch. Link zur App in Bio ⬆ 
Obtiens aujourd'hui un Cheeseburger Royal pour Fr. 3.90 dans notre calendrier de l'Avent! 🍔🎄🎁🕯 Retrouve l'offre dans notre app et sur www.adventcalendar.ch. Link vers l'app dans la bio ⬆ #adventcalendar #christmas #christmasiscoming #greatoffer #cheeseburgerroyal #burger #burgerlover #burgerlove #burgerfan #mcdonalds #mcdo",mcdonalds_switzerland_1251,-2
Wer hat es sich schon gegönnt? 🍔🍔 Qui en a déjà profité? 🍔🍔#Re,mcdonalds_switzerland_1252,-2
Löffel für Löffel gegen die Winterdepression ankämpfen. ☕️,mcdonalds_switzerland_1253,-2
One love 💝,mcdonalds_switzerland_1254,-1
Der letzte Programmpunkt beim Weihnachtsshopping 🎄 Wer macht's auch so?,mcdonalds_switzerland_1255,-2
"🚨Chicken McNuggets Alarm 🚨
Heute haben wir ein zusätzliches Angebot für dich - exklusiv in der App! 6 Chicken McNuggets für Fr. 1.50! Jetzt profitieren. Link in Bio.
🚨 Alerte Chicken McNuggets 🚨 Aujourd'hui, on te propose une offre supplémentaire exclusivement dans notre app! 6 Chicken McNuggets pour Fr. 1.50! Pofites-en tout de suite. Link in Bio",mcdonalds_switzerland_1256,-2
Wie gefällt dir das Bild von @jaeljaeger? Vielen Dank fürs Foto! 😉 À quel point la photo de @jaeljaeger te plaît? Merci ,mcdonalds_switzerland_1257,-2
